"CoflowID","StartTime","EndTime","CoflowCompletionTime"
"11:Reducer4","198.46","206.28","7.82"
"11:Reducer5","206.28","206.49","0.21"
"12:Reducer8","206.49","207.84","1.35"
"12:Reducer2","206.49","213.96","7.47"
"12:Reducer9","207.84","210.87","3.03"
"12:Reducer3","213.96","224.32","10.36"
"12:Reducer4","224.32","225.14","0.82"
"12:Reducer5","225.14","225.62","0.48"
"13:Reducer2","225.62","225.82","0.2"
"14:Map6","225.82","225.82","0.0"
"14:Reducer2","225.82","225.86","0.04"
"14:Reducer7","225.83","226.23","0.4"
"14:Reducer3","226.23","226.42","0.19"
"14:Reducer4","226.42","226.5","0.08"
"15:Reducer2","226.5","230.86","4.36"
"15:Reducer3","230.86","232.31","1.45"
"15:Reducer4","232.31","232.9","0.59"
"15:Reducer5","232.9","233.42","0.52"
"16:Reducer2","233.42","233.43","0.01"
"16:Reducer3","233.43","233.74","0.31"
"16:Reducer4","233.74","240.29","6.55"
"16:Reducer5","240.29","250.13","9.84"
"16:Reducer6","250.13","250.17","0.04"
"17:Map6","250.17","250.31","0.14"
"17:Map1","250.17","250.49","0.32"
"17:Reducer7","250.31","250.52","0.21"
"17:Reducer2","250.52","250.63","0.11"
"18:Reducer6","250.63","250.8","0.17"
"18:Reducer2","250.63","251.55","0.92"
"18:Reducer3","251.55","251.96","0.41"
"18:Reducer4","251.96","254.1","2.14"
"19:Reducer2","254.1","260.11","6.01"
"19:Reducer3","260.11","275.56","15.45"
"19:Reducer4","275.56","288.04","12.48"
"19:Reducer5","288.04","288.04","0.0"
"19:Reducer6","288.05","288.24","0.19"
"19:Reducer7","288.24","289.39","1.15"
"19:Reducer8","289.39","290.4","1.01"
"19:Reducer9","290.4","290.41","0.01"
"20:Reducer6","290.41","290.52","0.11"
"20:Reducer2","290.41","292.47","2.06"
"20:Reducer3","292.47","292.88","0.41"
"20:Reducer4","292.88","296.08","3.2"
"21:Reducer2","296.08","306.97","10.89"
"21:Reducer15","296.08","315.59","19.51"
"21:Reducer3","306.97","307.02","0.05"
"21:Reducer4","307.02","307.46","0.44"
"21:Reducer5","307.46","307.65","0.19"
"21:Reducer16","315.59","319.42","3.83"
"21:Reducer17","319.42","319.49","0.07"
"21:Reducer18","319.49","319.86","0.37"
"21:Reducer19","319.86","320.16","0.3"
"21:Reducer6","320.16","320.17","0.01"
"21:Reducer7","320.17","320.18","0.01"
"22:Reducer14","320.18","320.19","0.01"
"22:Reducer7","320.18","320.19","0.01"
"22:Reducer2","320.18","320.2","0.02"
"22:Reducer15","320.19","320.2","0.01"
"22:Reducer8","320.19","320.2","0.01"
"22:Reducer3","320.2","320.2","0.0"
"22:Reducer9","320.2","321.38","1.18"
"22:Reducer16","320.2","325.44","5.24"
"22:Reducer10","321.38","322.93","1.55"
"22:Reducer17","325.44","329.44","4.0"
"22:Reducer4","329.44","330.1","0.66"
"23:Reducer14","330.1","330.11","0.01"
"23:Reducer7","330.1","330.12","0.02"
"23:Reducer2","330.1","330.12","0.02"
"23:Reducer15","330.11","330.12","0.01"
"23:Reducer8","330.12","330.12","0.0"
"23:Reducer3","330.12","330.13","0.01"
"23:Reducer16","330.12","337.62","7.5"
"23:Reducer9","330.13","331.07","0.94"
"23:Reducer10","331.07","332.81","1.74"
"23:Reducer17","337.62","341.62","4.0"
"23:Reducer4","341.62","342.2","0.58"
"24:Map2","342.2","342.61","0.41"
"24:Reducer3","342.61","342.82","0.21"
"24:Reducer4","342.82","343.41","0.59"
"24:Reducer5","343.41","344.0","0.59"
"25:Map6","344.0","344.21","0.21"
"25:Map1","344.0","344.37","0.37"
"25:Reducer7","344.21","344.42","0.21"
"25:Reducer2","344.42","344.43","0.01"
"26:Reducer2","344.43","350.08","5.65"
"26:Reducer3","350.08","352.88","2.8"
"27:Map1","352.88","360.33","7.45"
"27:Reducer2","360.33","382.99","22.66"
"27:Reducer3","382.99","414.55","31.56"
"27:Reducer4","414.55","446.67","32.12"
"28:Map1","446.67","454.12","7.45"
"28:Reducer2","454.12","476.78","22.66"
"28:Reducer3","476.78","524.12","47.34"
"28:Reducer4","524.12","556.24","32.12"
"29:Reducer2","556.24","560.01","3.77"
"29:Reducer3","560.01","562.81","2.8"
"30:Reducer8","562.81","563.12","0.31"
"30:Reducer2","562.81","565.14","2.33"
"30:Reducer3","565.14","565.38","0.24"
"30:Reducer4","565.38","565.5","0.12"
"30:Reducer5","565.5","565.5","0.0"
"31:Reducer2","565.51","565.71","0.2"
"32:Reducer2","565.71","565.75","0.04"
"32:Map6","565.71","565.93","0.22"
"32:Reducer7","565.93","566.44","0.51"
"32:Reducer3","566.44","566.73","0.29"
"32:Reducer4","566.73","566.81","0.08"
"33:Reducer2","566.81","566.94","0.13"
"34:Reducer2","566.94","567.77","0.83"
"34:Reducer3","567.77","568.97","1.2"
"34:Reducer4","568.97","569.56","0.59"
"34:Reducer5","569.56","569.56","0.0"
"35:Reducer15","569.57","584.16","14.59"
"35:Reducer2","569.57","585.91","16.34"
"35:Reducer16","584.16","588.78","4.62"
"35:Reducer3","585.91","591.97","6.06"
"35:Reducer17","588.78","589.14","0.36"
"35:Reducer18","589.14","589.51","0.37"
"35:Reducer19","589.51","589.81","0.3"
"35:Reducer4","591.97","592.19","0.22"
"35:Reducer5","592.19","592.38","0.19"
"35:Reducer6","592.38","592.39","0.01"
"35:Reducer7","592.39","592.4","0.01"
"36:Reducer2","592.4","592.41","0.01"
"36:Reducer3","592.41","592.71","0.3"
"36:Reducer4","592.71","595.98","3.27"
"36:Reducer5","595.98","602.54","6.56"
"36:Reducer6","602.54","602.57","0.03"
"37:Reducer14","602.57","602.58","0.01"
"37:Reducer7","602.57","602.59","0.02"
"37:Reducer2","602.57","602.59","0.02"
"37:Reducer15","602.58","602.6","0.02"
"37:Reducer8","602.59","602.6","0.01"
"37:Reducer3","602.59","602.6","0.01"
"37:Reducer9","602.6","603.49","0.89"
"37:Reducer16","602.6","615.09","12.49"
"37:Reducer10","603.49","605.23","1.74"
"37:Reducer17","615.09","621.09","6.0"
"37:Reducer4","621.09","621.8","0.71"
"38:Reducer2","621.8","622.0","0.2"
"39:Reducer2","622.0","622.01","0.01"
"39:Reducer14","622.0","622.01","0.01"
"39:Reducer7","622.0","622.02","0.02"
"39:Reducer3","622.01","622.02","0.01"
"39:Reducer15","622.01","622.03","0.02"
"39:Reducer8","622.02","622.03","0.01"
"39:Reducer9","622.03","623.27","1.24"
"39:Reducer16","622.03","628.66","6.63"
"39:Reducer10","623.27","625.01","1.74"
"39:Reducer17","628.66","634.66","6.0"
"39:Reducer4","634.66","635.41","0.75"
"40:Reducer2","635.41","635.42","0.01"
"40:Reducer7","635.41","635.42","0.01"
"40:Reducer14","635.41","635.43","0.02"
"40:Reducer3","635.42","635.42","0.0"
"40:Reducer8","635.42","635.43","0.01"
"40:Reducer15","635.43","635.44","0.01"
"40:Reducer9","635.43","636.33","0.9"
"40:Reducer16","635.44","644.65","9.21"
"40:Reducer10","636.33","638.07","1.74"
"40:Reducer17","644.65","652.64","7.99"
"40:Reducer4","652.64","653.37","0.73"
"41:Reducer2","653.37","655.07","1.7"
"41:Reducer3","655.07","657.87","2.8"
"42:Reducer6","657.87","658.04","0.17"
"42:Reducer2","657.87","658.84","0.97"
"42:Reducer3","658.84","659.23","0.39"
"42:Reducer4","659.23","661.37","2.14"
"43:Reducer2","661.37","661.4","0.03"
"43:Map6","661.37","661.7","0.33"
"43:Reducer7","661.7","662.47","0.77"
"43:Reducer3","662.47","662.6","0.13"
"43:Reducer4","662.6","662.72","0.12"
"44:Reducer2","662.72","662.85","0.13"
"45:Reducer2","662.85","663.05","0.2"
"46:Map1","663.05","663.05","0.0"
"46:Reducer2","663.06","685.72","22.66"
"46:Reducer3","685.72","717.28","31.56"
"46:Reducer4","717.28","738.7","21.42"
"47:Reducer8","738.7","740.17","1.47"
"47:Reducer2","738.7","749.74","11.04"
"47:Reducer9","740.17","741.69","1.52"
"47:Reducer3","749.74","760.1","10.36"
"47:Reducer4","760.1","760.68","0.58"
"47:Reducer5","760.68","761.16","0.48"
"48:Reducer2","761.16","761.36","0.2"
"49:Map1","761.36","766.33","4.97"
"49:Reducer2","766.33","781.44","15.11"
"49:Reducer3","781.44","828.78","47.34"
"49:Reducer4","828.78","860.9","32.12"
"50:Reducer2","860.9","866.55","5.65"
"50:Reducer3","866.55","870.75","4.2"
"51:Reducer2","870.75","870.79","0.04"
"51:Map6","870.75","871.09","0.34"
"51:Reducer7","871.09","871.6","0.51"
"51:Reducer3","871.6","871.84","0.24"
"51:Reducer4","871.84","871.96","0.12"
"52:Reducer2","871.96","871.96","0.0"
"53:Reducer2","871.97","877.68","5.71"
"53:Reducer3","877.68","892.92","15.24"
"53:Reducer4","892.92","892.93","0.01"
"54:Reducer15","892.93","900.53","7.6"
"54:Reducer2","892.93","906.95","14.02"
"54:Reducer16","900.53","904.36","3.83"
"54:Reducer17","904.36","904.6","0.24"
"54:Reducer18","904.6","904.97","0.37"
"54:Reducer19","904.97","905.27","0.3"
"54:Reducer3","906.95","910.95","4.0"
"54:Reducer4","910.95","911.39","0.44"
"54:Reducer5","911.39","911.58","0.19"
"54:Reducer6","911.58","911.59","0.01"
"54:Reducer7","911.59","911.59","0.0"
"55:Map6","911.6","911.7","0.1"
"55:Map1","911.6","911.74","0.14"
"55:Reducer7","911.7","911.93","0.23"
"55:Reducer2","911.93","912.04","0.11"
"56:Reducer2","912.04","939.94","27.9"
"56:Reducer3","939.94","939.96","0.02"
"56:Reducer4","939.96","940.02","0.06"
"56:Reducer5","940.02","940.07","0.05"
"56:Reducer6","940.07","940.11","0.04"
"57:Reducer2","940.11","945.19","5.08"
"57:Reducer3","945.19","955.35","10.16"
"57:Reducer4","955.35","955.36","0.01"
"58:Reducer2","955.36","997.21","41.85"
"58:Reducer3","997.21","1005.16","7.95"
"58:Reducer4","1005.16","1005.22","0.06"
"58:Reducer5","1005.22","1005.22","0.0"
"58:Reducer6","1005.23","1005.27","0.04"
"59:Reducer2","1005.27","1005.4","0.13"
"60:Map6","1005.4","1005.54","0.14"
"60:Map1","1005.4","1005.54","0.14"
"60:Reducer7","1005.54","1005.75","0.21"
"60:Reducer2","1005.75","1005.86","0.11"
"61:Reducer2","1005.86","1005.87","0.01"
"61:Reducer9","1005.86","1005.88","0.02"
"61:Map4","1005.87","1005.87","0.0"
"61:Map11","1005.88","1005.92","0.04"
"61:Reducer5","1005.88","1006.19","0.31"
"61:Reducer12","1005.92","1006.01","0.09"
"61:Reducer6","1006.19","1008.62","2.43"
"61:Reducer7","1008.62","1014.09","5.47"
"62:Reducer2","1014.09","1014.29","0.2"
"63:Reducer2","1014.29","1022.76","8.47"
"63:Reducer15","1014.29","1032.84","18.55"
"63:Reducer3","1022.76","1026.82","4.06"
"63:Reducer4","1026.82","1027.26","0.44"
"63:Reducer5","1027.26","1027.45","0.19"
"63:Reducer16","1032.84","1036.44","3.6"
"63:Reducer17","1036.44","1036.8","0.36"
"63:Reducer18","1036.8","1037.05","0.25"
"63:Reducer19","1037.05","1037.35","0.3"
"63:Reducer6","1037.35","1037.36","0.01"
"63:Reducer7","1037.36","1037.36","0.0"
"64:Reducer7","1037.37","1037.38","0.01"
"64:Reducer14","1037.37","1037.38","0.01"
"64:Reducer2","1037.37","1037.39","0.02"
"64:Reducer15","1037.38","1037.38","0.0"
"64:Reducer8","1037.38","1037.39","0.01"
"64:Reducer3","1037.39","1037.4","0.01"
"64:Reducer9","1037.39","1038.81","1.42"
"64:Reducer16","1037.39","1050.87","13.48"
"64:Reducer10","1038.81","1040.55","1.74"
"64:Reducer17","1050.87","1054.87","4.0"
"64:Reducer4","1054.87","1055.53","0.66"
"65:Reducer2","1055.53","1056.09","0.56"
"65:Reducer3","1056.09","1057.89","1.8"
"65:Reducer4","1057.89","1058.48","0.59"
"65:Reducer5","1058.48","1058.73","0.25"
"66:Reducer2","1058.73","1058.73","0.0"
"67:Reducer15","1058.74","1068.47","9.73"
"67:Reducer2","1058.74","1079.35","20.61"
"67:Reducer16","1068.47","1068.55","0.08"
"67:Reducer17","1068.55","1068.75","0.2"
"67:Reducer18","1068.75","1069.12","0.37"
"67:Reducer19","1069.12","1069.42","0.3"
"67:Reducer3","1079.35","1079.45","0.1"
"67:Reducer4","1079.45","1079.7","0.25"
"67:Reducer5","1079.7","1079.71","0.01"
"67:Reducer6","1079.71","1079.72","0.01"
"67:Reducer7","1079.72","1079.73","0.01"
"68:Map1","1079.73","1087.18","7.45"
"68:Reducer2","1087.18","1109.84","22.66"
"68:Reducer3","1109.84","1157.18","47.34"
"68:Reducer4","1157.18","1189.3","32.12"
"69:Reducer8","1189.3","1189.51","0.21"
"69:Reducer2","1189.3","1190.9","1.6"
"69:Reducer3","1190.9","1191.03","0.13"
"69:Reducer4","1191.03","1191.15","0.12"
"69:Reducer5","1191.15","1191.16","0.01"
"70:Reducer2","1191.16","1191.17","0.01"
"70:Reducer3","1191.17","1191.36","0.19"
"70:Reducer4","1191.36","1196.28","4.92"
"70:Reducer5","1196.28","1206.12","9.84"
"70:Reducer6","1206.12","1206.16","0.04"
"71:Reducer2","1206.16","1210.17","4.01"
"71:Reducer3","1210.17","1225.62","15.45"
"71:Reducer4","1225.62","1234.97","9.35"
"71:Reducer5","1234.97","1238.11","3.14"
"71:Reducer6","1238.11","1238.39","0.28"
"71:Reducer7","1238.39","1239.16","0.77"
"71:Reducer8","1239.16","1239.83","0.67"
"71:Reducer9","1239.83","1239.84","0.01"
"72:Map1","1239.84","1244.81","4.97"
"72:Reducer2","1244.81","1259.92","15.11"
"72:Reducer3","1259.92","1259.92","0.0"
"72:Reducer4","1259.93","1292.05","32.12"
"73:Reducer14","1292.05","1292.06","0.01"
"73:Reducer2","1292.05","1292.06","0.01"
"73:Reducer7","1292.05","1292.07","0.02"
"73:Reducer3","1292.06","1292.07","0.01"
"73:Reducer15","1292.06","1292.08","0.02"
"73:Reducer8","1292.07","1292.08","0.01"
"73:Reducer9","1292.08","1292.67","0.59"
"73:Reducer16","1292.08","1297.71","5.63"
"73:Reducer10","1292.67","1294.41","1.74"
"73:Reducer17","1297.71","1301.71","4.0"
"73:Reducer4","1301.71","1302.24","0.53"
"74:Reducer6","1302.24","1302.41","0.17"
"74:Reducer2","1302.24","1303.61","1.37"
"74:Reducer3","1303.61","1304.19","0.58"
"74:Reducer4","1304.19","1306.33","2.14"
"75:Reducer2","1306.33","1306.34","0.01"
"75:Reducer7","1306.33","1306.34","0.01"
"75:Reducer14","1306.33","1306.35","0.02"
"75:Reducer3","1306.34","1306.35","0.01"
"75:Reducer8","1306.34","1306.35","0.01"
"75:Reducer15","1306.35","1306.36","0.01"
"75:Reducer9","1306.35","1307.18","0.83"
"75:Reducer16","1306.36","1315.76","9.4"
"75:Reducer10","1307.18","1309.04","1.86"
"75:Reducer17","1315.76","1319.76","4.0"
"75:Reducer4","1319.76","1320.55","0.79"
"76:Map6","1320.55","1320.69","0.14"
"76:Map1","1320.55","1320.81","0.26"
"76:Reducer7","1320.69","1320.87","0.18"
"76:Reducer2","1320.87","1320.98","0.11"
"77:Reducer14","1320.98","1320.99","0.01"
"77:Reducer7","1320.98","1320.99","0.01"
"77:Reducer2","1320.98","1320.99","0.01"
"77:Reducer15","1320.99","1321.0","0.01"
"77:Reducer3","1320.99","1321.0","0.01"
"77:Reducer8","1320.99","1321.01","0.02"
"77:Reducer16","1321.0","1330.37","9.37"
"77:Reducer9","1321.01","1321.95","0.94"
"77:Reducer10","1321.95","1323.69","1.74"
"77:Reducer17","1330.37","1334.37","4.0"
"77:Reducer4","1334.37","1335.1","0.73"
"78:Reducer2","1335.1","1335.3","0.2"
"79:Reducer2","1335.3","1345.82","10.52"
"79:Reducer3","1345.82","1355.98","10.16"
"79:Reducer4","1355.98","1355.99","0.01"
"80:Reducer8","1355.99","1357.77","1.78"
"80:Reducer2","1355.99","1367.05","11.06"
"80:Reducer9","1357.77","1358.78","1.01"
"80:Reducer3","1367.05","1377.41","10.36"
"80:Reducer4","1377.41","1378.23","0.82"
"80:Reducer5","1378.23","1378.94","0.71"
"81:Reducer2","1378.94","1382.89","3.95"
"81:Reducer3","1382.89","1384.99","2.1"
"82:Reducer15","1384.99","1394.72","9.73"
"82:Reducer2","1384.99","1407.63","22.64"
"82:Reducer16","1394.72","1398.66","3.94"
"82:Reducer17","1398.66","1398.95","0.29"
"82:Reducer18","1398.95","1399.2","0.25"
"82:Reducer19","1399.2","1399.2","0.0"
"82:Reducer3","1407.63","1410.28","2.65"
"82:Reducer4","1410.28","1410.53","0.25"
"82:Reducer5","1410.53","1410.72","0.19"
"82:Reducer6","1410.72","1410.73","0.01"
"82:Reducer7","1410.73","1410.74","0.01"
"83:Reducer8","1410.74","1410.82","0.08"
"83:Reducer2","1410.74","1413.08","2.34"
"83:Reducer3","1413.08","1413.32","0.24"
"83:Reducer4","1413.32","1413.44","0.12"
"83:Reducer5","1413.44","1413.45","0.01"
"84:Reducer14","1413.45","1413.46","0.01"
"84:Reducer7","1413.45","1413.46","0.01"
"84:Reducer2","1413.45","1413.47","0.02"
"84:Reducer15","1413.46","1413.46","0.0"
"84:Reducer8","1413.46","1413.46","0.0"
"84:Reducer3","1413.47","1413.48","0.01"
"84:Reducer9","1413.47","1414.36","0.89"
"84:Reducer16","1413.47","1420.66","7.19"
"84:Reducer10","1414.36","1415.91","1.55"
"84:Reducer17","1420.66","1425.99","5.33"
"84:Reducer4","1425.99","1426.5","0.51"
"85:Reducer2","1426.5","1428.2","1.7"
"85:Reducer3","1428.2","1432.4","4.2"
"86:Reducer2","1432.4","1451.15","18.75"
"86:Reducer3","1451.15","1458.26","7.11"
"86:Reducer4","1458.26","1463.86","5.6"
"86:Reducer5","1463.86","1464.51","0.65"
"87:Map1","1464.51","1471.96","7.45"
"87:Reducer2","1471.96","1471.96","0.0"
"87:Reducer3","1471.97","1503.53","31.56"
"87:Reducer4","1503.53","1503.53","0.0"
"88:Reducer2","1503.54","1503.67","0.13"
"89:Reducer2","1503.67","1505.51","1.84"
"89:Reducer3","1505.51","1506.96","1.45"
"89:Reducer4","1506.96","1508.23","1.27"
"89:Reducer5","1508.23","1508.23","0.0"
"90:Reducer2","1508.24","1512.6","4.36"
"90:Reducer3","1512.6","1515.44","2.84"
"90:Reducer4","1515.44","1516.71","1.27"
"90:Reducer5","1516.71","1517.48","0.77"
"91:Reducer2","1517.48","1517.49","0.01"
"91:Reducer3","1517.49","1517.8","0.31"
"91:Reducer4","1517.8","1524.35","6.55"
"91:Reducer5","1524.35","1530.91","6.56"
"91:Reducer6","1530.91","1530.95","0.04"
"92:Reducer2","1530.95","1530.95","0.0"
"92:Reducer3","1530.96","1612.62","81.66"
"92:Reducer4","1612.62","1624.35","11.73"
"92:Reducer5","1624.35","1624.66","0.31"
"93:Reducer2","1624.66","1637.16","12.5"
"93:Reducer3","1637.16","1642.76","5.6"
"93:Reducer4","1642.76","1646.5","3.74"
"93:Reducer5","1646.5","1646.93","0.43"
"94:Map6","1646.93","1646.98","0.05"
"94:Map1","1646.93","1647.25","0.32"
"94:Reducer7","1646.98","1647.12","0.14"
"94:Reducer2","1647.25","1647.36","0.11"
"95:Reducer2","1647.36","1647.37","0.01"
"95:Reducer9","1647.36","1647.37","0.01"
"95:Map11","1647.37","1647.4","0.03"
"95:Map4","1647.37","1647.66","0.29"
"95:Reducer12","1647.4","1647.46","0.06"
"95:Reducer5","1647.66","1647.89","0.23"
"95:Reducer6","1647.89","1653.36","5.47"
"95:Reducer7","1653.36","1658.83","5.47"
"96:Map1","1658.83","1658.83","0.0"
"96:Reducer2","1658.84","1673.95","15.11"
"96:Reducer3","1673.95","1721.29","47.34"
"96:Reducer4","1721.29","1753.41","32.12"
"97:Reducer2","1753.41","1841.15","87.74"
"97:Reducer3","1841.15","1922.81","81.66"
"97:Reducer4","1922.81","1934.54","11.73"
"97:Reducer5","1934.54","1934.75","0.21"
"98:Reducer2","1934.75","1942.36","7.61"
"98:Reducer3","1942.36","1952.52","10.16"
"98:Reducer4","1952.52","1952.53","0.01"
"99:Reducer2","1952.53","1952.53","0.0"
"99:Reducer7","1952.53","1952.54","0.01"
"99:Reducer14","1952.53","1952.54","0.01"
"99:Reducer8","1952.54","1952.55","0.01"
"99:Reducer3","1952.54","1952.55","0.01"
"99:Reducer15","1952.54","1952.56","0.02"
"99:Reducer9","1952.55","1953.73","1.18"
"99:Reducer16","1952.56","1959.37","6.81"
"99:Reducer10","1953.73","1954.89","1.16"
"99:Reducer17","1959.37","1965.37","6.0"
"99:Reducer4","1965.37","1965.9","0.53"
"100:Reducer2","1965.9","1965.9","0.0"
"100:Reducer3","1965.91","1971.74","5.83"
"100:Reducer4","1971.74","1971.74","0.0"
"100:Reducer5","1971.75","1972.4","0.65"
"101:Reducer2","1972.4","1988.18","15.78"
"101:Reducer3","1988.18","2003.42","15.24"
"101:Reducer4","2003.42","2003.42","0.0"
"102:Reducer2","2003.43","2014.32","10.89"
"102:Reducer15","2003.43","2018.02","14.59"
"102:Reducer3","2014.32","2018.35","4.03"
"102:Reducer16","2018.02","2021.86","3.84"
"102:Reducer4","2018.35","2018.79","0.44"
"102:Reducer5","2018.79","2018.98","0.19"
"102:Reducer17","2021.86","2022.06","0.2"
"102:Reducer18","2022.06","2022.25","0.19"
"102:Reducer19","2022.25","2022.45","0.2"
"102:Reducer6","2022.45","2022.46","0.01"
"102:Reducer7","2022.46","2022.46","0.0"
"103:Reducer2","2022.47","2022.51","0.04"
"103:Map6","2022.47","2022.78","0.31"
"103:Reducer7","2022.78","2023.29","0.51"
"103:Reducer3","2023.29","2023.53","0.24"
"103:Reducer4","2023.53","2023.65","0.12"
"104:Reducer2","2023.65","2024.48","0.83"
"104:Reducer3","2024.48","2025.68","1.2"
"104:Reducer4","2025.68","2025.68","0.0"
"104:Reducer5","2025.69","2025.86","0.17"
"105:Map6","2025.86","2025.96","0.1"
"105:Map1","2025.86","2026.08","0.22"
"105:Reducer7","2025.96","2026.18","0.22"
"105:Reducer2","2026.18","2026.29","0.11"
"106:Reducer2","2026.29","2030.3","4.01"
"106:Reducer3","2030.3","2045.75","15.45"
"106:Reducer4","2045.75","2045.75","0.0"
"106:Reducer5","2045.76","2045.77","0.01"
"106:Reducer6","2045.77","2045.86","0.09"
"106:Reducer7","2045.86","2046.63","0.77"
"106:Reducer8","2046.63","2047.64","1.01"
"106:Reducer9","2047.64","2047.64","0.0"
"107:Reducer2","2047.65","2135.39","87.74"
"107:Reducer3","2135.39","2189.83","54.44"
"107:Reducer4","2189.83","2197.65","7.82"
"107:Reducer5","2197.65","2197.65","0.0"
"108:Map1","2197.66","2197.76","0.1"
"108:Map6","2197.66","2197.88","0.22"
"108:Reducer7","2197.88","2198.02","0.14"
"108:Reducer2","2198.02","2198.13","0.11"
"109:Map6","2198.13","2198.13","0.0"
"109:Reducer2","2198.13","2198.17","0.04"
"109:Reducer7","2198.14","2198.41","0.27"
"109:Reducer3","2198.41","2198.7","0.29"
"109:Reducer4","2198.7","2198.78","0.08"
"110:Reducer2","2198.78","2198.79","0.01"
"110:Reducer7","2198.78","2198.79","0.01"
"110:Reducer14","2198.78","2198.8","0.02"
"110:Reducer3","2198.79","2198.79","0.0"
"110:Reducer8","2198.79","2198.8","0.01"
"110:Reducer15","2198.8","2198.81","0.01"
"110:Reducer9","2198.8","2199.99","1.19"
"110:Reducer16","2198.81","2206.25","7.44"
"110:Reducer10","2199.99","2201.85","1.86"
"110:Reducer17","2206.25","2210.25","4.0"
"110:Reducer4","2210.25","2210.8","0.55"
"111:Reducer9","2210.8","2210.81","0.01"
"111:Reducer2","2210.8","2210.82","0.02"
"111:Map11","2210.81","2210.85","0.04"
"111:Map4","2210.82","2210.82","0.0"
"111:Reducer5","2210.83","2211.14","0.31"
"111:Reducer12","2210.85","2210.94","0.09"
"111:Reducer6","2211.14","2216.61","5.47"
"111:Reducer7","2216.61","2216.61","0.0"
"112:Reducer2","2216.62","2223.16","6.54"
"112:Reducer3","2223.16","2225.34","2.18"
"112:Reducer4","2225.34","2226.19","0.85"
"112:Reducer5","2226.19","2226.71","0.52"
"113:Reducer2","2226.71","2285.21","58.5"
"113:Reducer3","2285.21","2366.87","81.66"
"113:Reducer4","2366.87","2378.6","11.73"
"113:Reducer5","2378.6","2378.6","0.0"
"114:Reducer2","2378.61","2378.65","0.04"
"114:Map6","2378.61","2378.92","0.31"
"114:Reducer7","2378.92","2379.43","0.51"
"114:Reducer3","2379.43","2379.72","0.29"
"114:Reducer4","2379.72","2379.8","0.08"
"115:Reducer8","2379.8","2380.01","0.21"
"115:Reducer2","2379.8","2382.19","2.39"
"115:Reducer3","2382.19","2382.38","0.19"
"115:Reducer4","2382.38","2382.5","0.12"
"115:Reducer5","2382.5","2382.51","0.01"
"116:Reducer2","2382.51","2384.21","1.7"
"116:Reducer3","2384.21","2386.31","2.1"
"117:Reducer2","2386.31","2386.32","0.01"
"117:Reducer9","2386.31","2386.32","0.01"
"117:Map11","2386.32","2386.32","0.0"
"117:Map4","2386.32","2386.58","0.26"
