"CoflowID","StartTime","EndTime","CoflowCompletionTime"
"24:Reducer3","338.37","338.37","0.0"
"24:Reducer4","338.38","338.38","0.0"
"24:Reducer5","338.39","338.39","0.0"
"25:Reducer2","338.4","344.67","6.27"
"25:Reducer3","344.67","344.67","0.0"
"25:Reducer4","344.68","344.69","0.01"
"26:Map2","344.69","344.7","0.01"
"26:Reducer12","344.69","352.9","8.21"
"26:Reducer14","344.69","364.65","19.96"
"26:Reducer3","344.7","353.21","8.51"
"26:Reducer4","353.21","355.26","2.05"
"26:Reducer5","355.26","360.08","4.82"
"26:Reducer6","364.65","367.97","3.32"
"26:Reducer7","367.97","369.3","1.33"
"26:Reducer8","369.3","369.33","0.03"
"27:Reducer2","369.33","369.6","0.27"
"27:Reducer3","369.6","373.31","3.71"
"27:Reducer4","373.31","375.36","2.05"
"27:Reducer5","375.36","376.86","1.5"
"27:Reducer6","376.86","376.87","0.01"
"28:Reducer2","376.87","379.72","2.85"
"28:Reducer3","379.72","380.8","1.08"
"28:Reducer4","380.8","380.81","0.01"
"29:Map2","380.81","380.82","0.01"
"29:Reducer14","380.81","387.79","6.98"
"29:Reducer12","380.81","391.02","10.21"
"29:Reducer3","380.82","397.2","16.38"
"29:Reducer4","397.2","399.69","2.49"
"29:Reducer5","399.69","403.1","3.41"
"29:Reducer6","403.1","404.21","1.11"
"29:Reducer7","404.21","405.99","1.78"
"29:Reducer8","405.99","406.01","0.02"
"30:Reducer8","406.01","406.3","0.29"
"30:Reducer2","406.01","407.87","1.86"
"30:Reducer9","406.3","407.05","0.75"
"30:Reducer10","407.05","407.08","0.03"
"30:Reducer3","407.87","408.89","1.02"
"30:Reducer4","408.89","408.97","0.08"
"31:Reducer2","408.97","409.42","0.45"
"31:Reducer3","409.42","415.01","5.59"
"31:Reducer4","415.01","419.56","4.55"
"31:Reducer5","419.56","420.03","0.47"
"32:Reducer8","420.03","420.81","0.78"
"32:Reducer2","420.03","422.29","2.26"
"32:Reducer9","420.81","421.56","0.75"
"32:Reducer10","421.56","421.59","0.03"
"32:Reducer3","422.29","423.82","1.53"
"32:Reducer4","423.82","423.9","0.08"
"33:Reducer2","423.9","424.68","0.78"
"33:Reducer3","424.68","430.17","5.49"
"33:Reducer4","430.17","432.14","1.97"
"33:Reducer5","432.14","432.21","0.07"
"34:Reducer9","432.21","432.22","0.01"
"34:Reducer2","432.22","433.21","0.99"
"34:Reducer3","433.21","433.21","0.0"
"34:Reducer4","433.22","433.62","0.4"
"34:Reducer5","433.62","433.64","0.02"
"35:Reducer6","433.64","439.58","5.94"
"35:Reducer2","433.64","444.13","10.49"
"35:Reducer7","439.58","439.65","0.07"
"35:Reducer3","444.13","444.2","0.07"
"35:Reducer4","444.2","444.34","0.14"
"36:Reducer2","444.34","459.41","15.07"
"36:Reducer3","459.41","466.13","6.72"
"36:Reducer4","466.13","479.96","13.83"
"36:Reducer5","479.96","494.89","14.93"
"36:Reducer6","494.89","494.9","0.01"
"37:Map2","494.9","494.91","0.01"
"37:Reducer12","494.9","500.38","5.48"
"37:Reducer14","494.9","505.53","10.63"
"37:Reducer3","494.91","510.8","15.89"
"37:Reducer4","510.8","511.69","0.89"
"37:Reducer5","511.69","516.51","4.82"
"37:Reducer6","516.51","518.17","1.66"
"37:Reducer7","518.17","518.84","0.67"
"37:Reducer8","518.84","518.87","0.03"
"38:Reducer8","518.87","518.92","0.05"
"38:Reducer2","518.87","519.47","0.6"
"38:Reducer3","519.47","519.68","0.21"
"38:Reducer4","519.68","519.75","0.07"
"38:Reducer5","519.75","519.76","0.01"
"39:Map2","519.76","519.77","0.01"
"39:Reducer12","519.76","530.93","11.17"
"39:Reducer14","519.76","533.26","13.5"
"39:Reducer3","519.77","524.58","4.81"
"39:Reducer4","524.58","526.24","1.66"
"39:Reducer5","530.93","535.89","4.96"
"39:Reducer6","535.89","537.99","2.1"
"39:Reducer7","537.99","539.32","1.33"
"39:Reducer8","539.32","539.34","0.02"
"40:Map2","539.34","539.35","0.01"
"40:Reducer12","539.34","547.54","8.2"
"40:Reducer14","539.34","549.82","10.48"
"40:Reducer3","539.35","554.0","14.65"
"40:Reducer4","554.0","554.89","0.89"
"40:Reducer5","554.89","559.71","4.82"
"40:Reducer6","559.71","563.03","3.32"
"40:Reducer7","563.03","564.36","1.33"
"40:Reducer8","564.36","564.39","0.03"
"41:Reducer8","564.39","564.44","0.05"
"41:Reducer2","564.39","564.99","0.6"
"41:Reducer3","564.99","565.19","0.2"
"41:Reducer4","565.19","565.26","0.07"
"41:Reducer5","565.26","565.27","0.01"
"42:Reducer2","565.27","574.45","9.18"
"42:Reducer7","565.27","580.46","15.19"
"42:Reducer3","580.46","582.47","2.01"
"42:Reducer4","582.47","582.56","0.09"
"43:Reducer8","582.56","582.94","0.38"
"43:Reducer2","582.56","584.31","1.75"
"43:Reducer9","582.94","583.69","0.75"
"43:Reducer10","583.69","583.72","0.03"
"43:Reducer3","584.31","585.84","1.53"
"43:Reducer4","585.84","585.92","0.08"
"44:Reducer2","585.92","586.59","0.67"
"44:Reducer3","586.59","594.07","7.48"
"44:Reducer4","594.07","600.14","6.07"
"44:Reducer5","600.14","600.14","0.0"
"45:Reducer8","600.15","600.21","0.06"
"45:Reducer2","600.15","600.56","0.41"
"45:Reducer3","600.56","600.7","0.14"
"45:Reducer4","600.7","600.77","0.07"
"45:Reducer5","600.77","600.78","0.01"
"46:Reducer2","600.78","602.84","2.06"
"46:Reducer3","602.84","603.65","0.81"
"46:Reducer4","603.65","603.66","0.01"
"47:Reducer2","603.66","606.22","2.56"
"48:Reducer8","606.22","606.27","0.05"
"48:Reducer2","606.22","606.77","0.55"
"48:Reducer3","606.77","606.94","0.17"
"48:Reducer4","606.94","607.01","0.07"
"48:Reducer5","607.01","607.01","0.0"
"49:Reducer2","607.02","608.81","1.79"
"49:Reducer3","608.81","609.62","0.81"
"49:Reducer4","609.62","609.63","0.01"
"50:Map2","609.63","609.64","0.01"
"50:Reducer14","609.63","616.62","6.99"
"50:Reducer12","609.63","624.47","14.84"
"50:Reducer3","609.64","620.34","10.7"
"50:Reducer4","620.34","622.83","2.49"
"50:Reducer5","624.47","627.58","3.11"
"50:Reducer6","627.58","629.79","2.21"
"50:Reducer7","629.79","631.12","1.33"
"50:Reducer8","631.12","631.14","0.02"
"51:Reducer8","631.14","631.52","0.38"
"51:Reducer2","631.14","632.38","1.24"
"51:Reducer9","631.52","632.27","0.75"
"51:Reducer10","632.27","632.3","0.03"
"51:Reducer3","632.38","633.37","0.99"
"51:Reducer4","633.37","633.45","0.08"
"52:Reducer2","633.45","633.94","0.49"
"52:Reducer3","633.94","637.79","3.85"
"52:Reducer4","637.79","641.73","3.94"
"52:Reducer5","641.73","641.8","0.07"
"53:Map11","641.8","641.8","0.0"
"53:Reducer2","641.8","641.84","0.04"
"53:Reducer9","641.8","647.07","5.27"
"53:Reducer3","641.84","642.44","0.6"
"53:Reducer4","647.07","648.71","1.64"
"53:Reducer5","648.71","649.93","1.22"
"53:Reducer6","649.93","649.94","0.01"
"53:Reducer7","649.94","649.95","0.01"
"54:Reducer2","649.95","654.6","4.65"
"54:Reducer3","654.6","655.06","0.46"
"55:Reducer2","655.06","662.15","7.09"
"55:Reducer3","662.15","666.32","4.17"
"55:Reducer4","666.32","666.33","0.01"
"56:Reducer2","666.33","668.23","1.9"
"56:Reducer3","668.23","669.04","0.81"
"56:Reducer4","669.04","669.05","0.01"
"57:Map11","669.05","669.06","0.01"
"57:Reducer2","669.05","669.1","0.05"
"57:Reducer9","669.05","674.32","5.27"
"57:Reducer3","669.1","669.92","0.82"
"57:Reducer4","674.32","675.53","1.21"
"57:Reducer5","675.53","675.53","0.0"
"57:Reducer6","675.54","675.55","0.01"
"57:Reducer7","675.55","675.56","0.01"
"58:Reducer2","675.56","677.62","2.06"
"58:Reducer3","677.62","678.43","0.81"
"58:Reducer4","678.43","678.44","0.01"
"59:Reducer2","678.44","679.11","0.67"
"59:Reducer3","679.11","682.96","3.85"
"59:Reducer4","682.96","684.93","1.97"
"59:Reducer5","684.93","684.98","0.05"
"60:Reducer2","684.98","691.25","6.27"
"60:Reducer3","691.25","695.42","4.17"
"60:Reducer4","695.42","695.43","0.01"
"61:Reducer9","695.43","695.44","0.01"
"61:Reducer2","695.44","697.86","2.42"
"61:Reducer3","697.86","699.25","1.39"
"61:Reducer4","699.25","699.85","0.6"
"61:Reducer5","699.85","699.87","0.02"
"62:Reducer8","699.87","699.92","0.05"
"62:Reducer2","699.87","700.43","0.56"
"62:Reducer3","700.43","700.6","0.17"
"62:Reducer4","700.6","700.65","0.05"
"62:Reducer5","700.65","700.65","0.0"
"63:Reducer2","700.66","705.44","4.78"
"63:Reducer3","705.44","705.9","0.46"
"64:Map2","705.9","705.91","0.01"
"64:Reducer14","705.9","712.88","6.98"
"64:Reducer12","705.9","718.46","12.56"
"64:Reducer3","705.91","721.99","16.08"
"64:Reducer4","721.99","722.58","0.59"
"64:Reducer5","722.58","726.73","4.15"
"64:Reducer6","726.73","728.94","2.21"
"64:Reducer7","728.94","729.83","0.89"
"64:Reducer8","729.83","729.85","0.02"
"65:Reducer9","729.85","729.86","0.01"
"65:Reducer2","729.86","731.13","1.27"
"65:Reducer3","731.13","732.52","1.39"
"65:Reducer4","732.52","732.52","0.0"
"65:Reducer5","732.53","732.55","0.02"
"66:Reducer8","732.55","732.64","0.09"
"66:Reducer2","732.55","733.18","0.63"
"66:Reducer3","733.18","733.49","0.31"
"66:Reducer4","733.49","733.56","0.07"
"66:Reducer5","733.56","733.57","0.01"
"67:Reducer2","733.57","736.59","3.02"
"67:Reducer6","733.57","740.27","6.7"
"67:Reducer7","740.27","740.34","0.07"
"67:Reducer3","740.34","740.42","0.08"
"67:Reducer4","740.42","740.52","0.1"
"68:Reducer2","740.52","740.92","0.4"
"68:Reducer3","740.92","747.61","6.69"
"68:Reducer4","747.61","749.07","1.46"
"68:Reducer5","749.07","751.07","2.0"
"68:Reducer6","751.07","751.08","0.01"
"69:Reducer2","751.08","755.78","4.7"
"69:Reducer3","755.78","755.78","0.0"
"69:Reducer4","755.79","755.79","0.0"
"70:Reducer2","755.8","769.28","13.48"
"70:Reducer3","769.28","772.97","3.69"
"70:Reducer4","772.97","790.68","17.71"
"70:Reducer5","790.68","813.07","22.39"
"70:Reducer6","813.07","813.08","0.01"
"71:Reducer2","813.08","819.72","6.64"
"71:Reducer3","819.72","819.75","0.03"
"72:Reducer2","819.75","819.98","0.23"
"72:Reducer3","819.98","822.7","2.72"
"72:Reducer4","822.7","824.75","2.05"
"72:Reducer5","824.75","826.25","1.5"
"72:Reducer6","826.25","826.26","0.01"
"73:Map2","826.26","826.26","0.0"
"73:Reducer12","826.26","838.89","12.63"
"73:Reducer14","826.26","840.44","14.18"
"73:Reducer3","826.27","831.95","5.68"
"73:Reducer4","831.95","833.32","1.37"
"73:Reducer5","838.89","843.71","4.82"
"73:Reducer6","843.71","846.15","2.44"
"73:Reducer7","846.15","847.48","1.33"
"73:Reducer8","847.48","847.5","0.02"
"74:Reducer2","847.5","853.84","6.34"
"74:Reducer7","847.5","858.56","11.06"
"74:Reducer3","858.56","861.03","2.47"
"74:Reducer4","861.03","861.1","0.07"
"75:Map11","861.1","861.11","0.01"
"75:Reducer2","861.1","861.14","0.04"
"75:Reducer9","861.1","869.09","7.99"
"75:Reducer3","861.14","861.54","0.4"
"75:Reducer4","869.09","870.73","1.64"
"75:Reducer5","870.73","871.95","1.22"
"75:Reducer6","871.95","871.96","0.01"
"75:Reducer7","871.96","871.97","0.01"
"76:Reducer2","871.97","877.16","5.19"
"76:Reducer3","877.16","882.64","5.48"
"76:Reducer4","882.64","882.64","0.0"
"76:Reducer5","882.65","882.65","0.0"
"77:Map2","882.66","882.67","0.01"
"77:Reducer12","882.66","895.51","12.85"
"77:Reducer14","882.66","903.4","20.74"
"77:Reducer3","882.67","888.35","5.68"
"77:Reducer4","888.35","888.94","0.59"
"77:Reducer5","895.51","900.33","4.82"
"77:Reducer6","903.4","905.06","1.66"
"77:Reducer7","905.06","906.84","1.78"
"77:Reducer8","906.84","906.86","0.02"
"78:Reducer2","906.86","907.75","0.89"
"78:Reducer3","907.75","912.79","5.04"
"78:Reducer4","912.79","915.83","3.04"
"78:Reducer5","915.83","916.3","0.47"
"79:Reducer2","916.3","926.25","9.95"
"79:Reducer3","926.25","926.27","0.02"
"80:Reducer2","926.27","928.83","2.56"
"81:Map2","928.83","928.84","0.01"
"81:Reducer14","928.83","938.48","9.65"
"81:Reducer12","928.83","945.62","16.79"
"81:Reducer3","928.84","933.1","4.26"
"81:Reducer4","933.1","934.76","1.66"
"81:Reducer5","945.62","949.77","4.15"
"81:Reducer6","949.77","951.98","2.21"
"81:Reducer7","951.98","953.31","1.33"
"81:Reducer8","953.31","953.33","0.02"
"82:Reducer2","953.33","956.35","3.02"
"82:Reducer6","953.33","960.78","7.45"
"82:Reducer7","960.78","960.85","0.07"
"82:Reducer3","960.85","961.06","0.21"
"82:Reducer4","961.06","961.2","0.14"
"83:Reducer2","961.2","965.49","4.29"
"83:Reducer3","965.49","969.66","4.17"
"83:Reducer4","969.66","969.67","0.01"
"84:Map2","969.67","969.68","0.01"
"84:Reducer14","969.67","976.66","6.99"
"84:Reducer12","969.67","991.26","21.59"
"84:Reducer3","969.68","983.57","13.89"
"84:Reducer4","983.57","985.04","1.47"
"84:Reducer5","991.26","994.52","3.26"
"84:Reducer6","994.52","996.62","2.1"
"84:Reducer7","996.62","997.95","1.33"
"84:Reducer8","997.95","997.97","0.02"
"85:Reducer8","997.97","998.03","0.06"
"85:Reducer2","997.97","998.55","0.58"
"85:Reducer3","998.55","998.72","0.17"
"85:Reducer4","998.72","998.79","0.07"
"85:Reducer5","998.79","998.79","0.0"
"86:Reducer2","998.8","1005.9","7.1"
"86:Reducer3","1005.9","1006.36","0.46"
"87:Reducer2","1006.36","1006.56","0.2"
"87:Reducer3","1006.56","1010.27","3.71"
"87:Reducer4","1010.27","1011.81","1.54"
"87:Reducer5","1011.81","1014.8","2.99"
"87:Reducer6","1014.8","1014.81","0.01"
"88:Reducer2","1014.81","1015.3","0.49"
"88:Reducer3","1015.3","1018.57","3.27"
"88:Reducer4","1018.57","1019.89","1.32"
"88:Reducer5","1019.89","1019.96","0.07"
"89:Reducer2","1019.96","1033.44","13.48"
"89:Reducer3","1033.44","1040.82","7.38"
"89:Reducer4","1040.82","1059.91","19.09"
"89:Reducer5","1059.91","1082.3","22.39"
"89:Reducer6","1082.3","1082.31","0.01"
"90:Reducer2","1082.31","1092.36","10.05"
"90:Reducer3","1092.36","1103.95","11.59"
"90:Reducer4","1103.95","1121.66","17.71"
"90:Reducer5","1121.66","1136.59","14.93"
"90:Reducer6","1136.59","1136.59","0.0"
"91:Reducer2","1136.6","1138.52","1.92"
"92:Reducer2","1138.52","1139.11","0.59"
"92:Reducer3","1139.11","1142.96","3.85"
"92:Reducer4","1142.96","1145.59","2.63"
"92:Reducer5","1145.59","1145.64","0.05"
"93:Reducer2","1145.64","1152.74","7.1"
"93:Reducer3","1152.74","1153.2","0.46"
"94:Reducer2","1153.2","1157.9","4.7"
"94:Reducer3","1157.9","1160.68","2.78"
"94:Reducer4","1160.68","1160.69","0.01"
"95:Reducer9","1160.69","1160.7","0.01"
"95:Reducer2","1160.7","1162.67","1.97"
"95:Reducer3","1162.67","1162.97","0.3"
"95:Reducer4","1162.97","1163.57","0.6"
"95:Reducer5","1163.57","1163.59","0.02"
"96:Reducer2","1163.59","1167.16","3.57"
"96:Reducer3","1167.16","1167.97","0.81"
"96:Reducer4","1167.97","1167.98","0.01"
"97:Reducer2","1167.98","1168.99","1.01"
"97:Reducer3","1168.99","1173.42","4.43"
"97:Reducer4","1173.42","1176.05","2.63"
"97:Reducer5","1176.05","1176.05","0.0"
"98:Map11","1176.06","1176.07","0.01"
"98:Reducer2","1176.06","1176.12","0.06"
"98:Reducer9","1176.06","1178.86","2.8"
"98:Reducer3","1176.12","1176.72","0.6"
"98:Reducer4","1178.86","1180.07","1.21"
"98:Reducer5","1180.07","1181.29","1.22"
"98:Reducer6","1181.29","1181.3","0.01"
"98:Reducer7","1181.3","1181.31","0.01"
"99:Map2","1181.31","1181.32","0.01"
"99:Reducer12","1181.31","1189.51","8.2"
"99:Reducer14","1181.31","1197.23","15.92"
"99:Reducer3","1181.32","1197.93","16.61"
"99:Reducer4","1197.93","1198.82","0.89"
"99:Reducer5","1198.82","1201.93","3.11"
"99:Reducer6","1201.93","1203.15","1.22"
"99:Reducer7","1203.15","1204.93","1.78"
"99:Reducer8","1204.93","1204.95","0.02"
"100:Reducer2","1204.95","1208.14","3.19"
"100:Reducer3","1208.14","1208.45","0.31"
"101:Reducer2","1208.45","1215.09","6.64"
"101:Reducer3","1215.09","1215.12","0.03"
"102:Reducer6","1215.12","1219.58","4.46"
"102:Reducer2","1215.12","1221.49","6.37"
"102:Reducer7","1219.58","1219.58","0.0"
"102:Reducer3","1221.49","1221.66","0.17"
"102:Reducer4","1221.66","1221.76","0.1"
"103:Reducer2","1221.76","1222.43","0.67"
"103:Reducer3","1222.43","1229.03","6.6"
"103:Reducer4","1229.03","1232.07","3.04"
"103:Reducer5","1232.07","1232.39","0.32"
"104:Reducer2","1232.39","1239.28","6.89"
"104:Reducer7","1232.39","1247.87","15.48"
"104:Reducer3","1247.87","1250.25","2.38"
"104:Reducer4","1250.25","1250.34","0.09"
"105:Reducer2","1250.34","1253.48","3.14"
"105:Reducer3","1253.48","1257.65","4.17"
"105:Reducer4","1257.65","1257.66","0.01"
"106:Reducer2","1257.66","1264.3","6.64"
"106:Reducer3","1264.3","1264.31","0.01"
"107:Reducer2","1264.31","1264.98","0.67"
"107:Reducer3","1264.98","1269.34","4.36"
"107:Reducer4","1269.34","1273.28","3.94"
"107:Reducer5","1273.28","1273.35","0.07"
"108:Reducer2","1273.35","1279.62","6.27"
"108:Reducer3","1279.62","1285.1","5.48"
"108:Reducer4","1285.1","1285.23","0.13"
"108:Reducer5","1285.23","1285.24","0.01"
"109:Reducer8","1285.24","1285.96","0.72"
"109:Reducer2","1285.24","1288.23","2.99"
"109:Reducer9","1285.96","1286.71","0.75"
"109:Reducer10","1286.71","1286.71","0.0"
"109:Reducer3","1288.23","1288.27","0.04"
"109:Reducer4","1288.27","1288.27","0.0"
"110:Map2","1288.28","1288.29","0.01"
"110:Reducer12","1288.28","1298.64","10.36"
"110:Reducer14","1288.28","1301.98","13.7"
"110:Reducer3","1288.29","1293.97","5.68"
"110:Reducer4","1293.97","1295.93","1.96"
"110:Reducer5","1298.64","1305.29","6.65"
"110:Reducer6","1305.29","1306.69","1.4"
"110:Reducer7","1306.69","1308.02","1.33"
"110:Reducer8","1308.02","1308.04","0.02"
"111:Reducer9","1308.04","1308.05","0.01"
"111:Reducer2","1308.05","1309.32","1.27"
"111:Reducer3","1309.32","1309.52","0.2"
"111:Reducer4","1309.52","1310.12","0.6"
"111:Reducer5","1310.12","1310.14","0.02"
"112:Reducer2","1310.14","1325.58","15.44"
"112:Reducer3","1325.58","1332.3","6.72"
"112:Reducer4","1332.3","1358.86","26.56"
"112:Reducer5","1358.86","1381.25","22.39"
"112:Reducer6","1381.25","1381.26","0.01"
"113:Reducer2","1381.26","1382.27","1.01"
"113:Reducer3","1382.27","1387.18","4.91"
"113:Reducer4","1387.18","1391.12","3.94"
"113:Reducer5","1391.12","1391.19","0.07"
"114:Reducer2","1391.19","1391.64","0.45"
"114:Reducer3","1391.64","1399.12","7.48"
"114:Reducer4","1399.12","1408.22","9.1"
"114:Reducer5","1408.22","1408.69","0.47"
"115:Reducer2","1408.69","1412.87","4.18"
"115:Reducer3","1412.87","1415.65","2.78"
"115:Reducer4","1415.65","1415.66","0.01"
"116:Map2","1415.66","1415.67","0.01"
"116:Reducer14","1415.66","1420.9","5.24"
"116:Reducer12","1415.66","1425.71","10.05"
"116:Reducer3","1415.67","1433.62","17.95"
"116:Reducer4","1433.62","1436.11","2.49"
"116:Reducer5","1436.11","1439.32","3.21"
"116:Reducer6","1439.32","1441.42","2.1"
"116:Reducer7","1441.42","1442.75","1.33"
"116:Reducer8","1442.75","1442.77","0.02"
"117:Reducer6","1442.77","1448.71","5.94"
"117:Reducer2","1442.77","1451.81","9.04"
"117:Reducer7","1448.71","1448.78","0.07"
"117:Reducer3","1451.81","1451.95","0.14"
"117:Reducer4","1451.95","1452.05","0.1"
"118:Reducer6","1452.05","1457.99","5.94"
"118:Reducer2","1452.05","1464.84","12.79"
"118:Reducer7","1457.99","1458.04","0.05"
"118:Reducer3","1464.84","1465.05","0.21"
"118:Reducer4","1465.05","1465.19","0.14"
"119:Reducer2","1465.19","1470.1","4.91"
"119:Reducer3","1470.1","1470.1","0.0"
"119:Reducer4","1470.11","1470.24","0.13"
"119:Reducer5","1470.24","1470.24","0.0"
"120:Reducer8","1470.25","1470.28","0.03"
"120:Reducer2","1470.25","1470.66","0.41"
"120:Reducer3","1470.66","1470.87","0.21"
"120:Reducer4","1470.87","1470.94","0.07"
"120:Reducer5","1470.94","1470.94","0.0"
"121:Reducer2","1470.95","1477.29","6.34"
"121:Reducer7","1470.95","1485.95","15.0"
"121:Reducer3","1485.95","1487.6","1.65"
"121:Reducer4","1487.6","1487.69","0.09"
"122:Reducer2","1487.69","1494.79","7.1"
"122:Reducer3","1494.79","1495.25","0.46"
"123:Map2","1495.25","1495.25","0.0"
"123:Reducer14","1495.25","1502.23","6.98"
"123:Reducer12","1495.25","1504.71","9.46"
"123:Reducer3","1495.26","1507.88","12.62"
"123:Reducer4","1507.88","1509.54","1.66"
"123:Reducer5","1509.54","1513.89","4.35"
"123:Reducer6","1513.89","1514.77","0.88"
"123:Reducer7","1514.77","1516.1","1.33"
"123:Reducer8","1516.1","1516.12","0.02"
"124:Map2","1516.12","1516.13","0.01"
"124:Reducer12","1516.12","1523.41","7.29"
"124:Reducer14","1516.12","1529.78","13.66"
"124:Reducer3","1516.13","1531.49","15.36"
"124:Reducer4","1531.49","1532.82","1.33"
"124:Reducer5","1532.82","1537.17","4.35"
"124:Reducer6","1537.17","1538.57","1.4"
"124:Reducer7","1538.57","1539.46","0.89"
"124:Reducer8","1539.46","1539.47","0.01"
"125:Reducer2","1539.47","1549.52","10.05"
"125:Reducer3","1549.52","1559.0","9.48"
"125:Reducer4","1559.0","1578.09","19.09"
"125:Reducer5","1578.09","1600.48","22.39"
"125:Reducer6","1600.48","1600.49","0.01"
"126:Reducer2","1600.49","1601.22","0.73"
"126:Reducer3","1601.22","1605.65","4.43"
"126:Reducer4","1605.65","1608.28","2.63"
"126:Reducer5","1608.28","1608.35","0.07"
"127:Reducer8","1608.35","1608.87","0.52"
"127:Reducer2","1608.35","1611.13","2.78"
