"CoflowID","StartTime","EndTime","CoflowCompletionTime"
"85:Reducer20","1325.71","1325.71","0.0"
"85:Reducer12","1330.27","1330.29","0.02"
"85:Reducer13","1330.29","1330.34","0.05"
"85:Reducer5","1330.34","1330.35","0.01"
"85:Reducer6","1330.35","1330.36","0.01"
"86:Map1","1330.36","1349.24","18.88"
"86:Reducer2","1349.24","1386.99","37.75"
"86:Reducer3","1386.99","1387.0","0.01"
"87:Map1","1387.0","1389.92","2.92"
"87:Map8","1387.0","1393.71","6.71"
"87:Map6","1387.0","1397.69","10.69"
"87:Reducer3","1397.69","1402.53","4.84"
"87:Reducer4","1402.53","1402.58","0.05"
"88:Map10","1402.58","1402.6","0.02"
"88:Map1","1402.58","1406.33","3.75"
"88:Map6","1402.58","1411.92","9.34"
"88:Reducer2","1406.33","1409.29","2.96"
"88:Reducer7","1411.92","1418.4","6.48"
"88:Reducer3","1418.4","1418.95","0.55"
"88:Reducer4","1418.95","1418.96","0.01"
"89:Map2","1418.96","1420.38","1.42"
"89:Reducer3","1420.38","1420.38","0.0"
"89:Reducer4","1420.39","1420.4","0.01"
"89:Reducer5","1420.4","1420.41","0.01"
"90:Reducer12","1420.41","1420.88","0.47"
"90:Reducer2","1420.41","1421.39","0.98"
"90:Reducer7","1420.41","1422.64","2.23"
"90:Reducer8","1422.64","1427.64","5.0"
"90:Reducer3","1427.64","1428.49","0.85"
"90:Reducer4","1428.49","1428.55","0.06"
"91:Map1","1428.55","1445.76","17.21"
"91:Reducer2","1445.76","1445.76","0.0"
"91:Reducer3","1445.77","1445.8","0.03"
"92:Map1","1445.8","1445.8","0.0"
"92:Map10","1445.8","1445.82","0.02"
"92:Map6","1445.8","1452.58","6.78"
"92:Reducer2","1445.82","1447.8","1.98"
"92:Reducer7","1452.58","1452.58","0.0"
"92:Reducer3","1452.59","1453.14","0.55"
"92:Reducer4","1453.14","1453.15","0.01"
"93:Map1","1453.15","1472.03","18.88"
"93:Reducer2","1472.03","1509.78","37.75"
"93:Reducer3","1509.78","1509.79","0.01"
"94:Map1","1509.79","1509.91","0.12"
"94:Reducer2","1509.91","1510.09","0.18"
"94:Reducer3","1510.09","1510.09","0.0"
"95:Map1","1510.1","1526.61","16.51"
"95:Reducer2","1526.61","1548.61","22.0"
"95:Map6","1548.61","1548.86","0.25"
"95:Reducer7","1548.86","1549.23","0.37"
"96:Map1","1549.23","1552.15","2.92"
"96:Map6","1549.23","1555.38","6.15"
"96:Map8","1549.23","1563.14","13.91"
"96:Reducer3","1563.14","1566.51","3.37"
"96:Reducer4","1566.51","1566.54","0.03"
"97:Map10","1566.54","1566.55","0.01"
"97:Map1","1566.54","1570.28","3.74"
"97:Map6","1566.54","1580.53","13.99"
"97:Reducer2","1570.28","1573.24","2.96"
"97:Reducer7","1580.53","1580.53","0.0"
"97:Reducer3","1580.54","1581.09","0.55"
"97:Reducer4","1581.09","1581.09","0.0"
"98:Map2","1581.1","1593.83","12.73"
"98:Reducer3","1593.83","1593.83","0.0"
"98:Reducer4","1593.84","1593.86","0.02"
"99:Map10","1593.86","1595.18","1.32"
"99:Map1","1593.86","1599.92","6.06"
"99:Reducer3","1599.92","1599.92","0.0"
"99:Reducer4","1599.93","1600.0","0.07"
"99:Reducer5","1600.0","1607.36","7.36"
"99:Reducer6","1607.36","1609.37","2.01"
"99:Reducer7","1609.37","1609.37","0.0"
"99:Reducer8","1609.38","1609.39","0.01"
"99:Reducer9","1609.39","1609.39","0.0"
"100:Map1","1609.4","1622.91","13.51"
"100:Reducer2","1622.91","1622.91","0.0"
"100:Reducer3","1622.92","1622.93","0.01"
"101:Reducer2","1622.93","1628.64","5.71"
"101:Reducer3","1628.64","1635.09","6.45"
"101:Reducer4","1635.09","1635.1","0.01"
"102:Map1","1635.1","1637.39","2.29"
"102:Map5","1635.1","1637.51","2.41"
"102:Reducer6","1637.51","1639.98","2.47"
"102:Reducer2","1639.98","1640.82","0.84"
"102:Reducer3","1640.82","1640.91","0.09"
"103:Reducer2","1640.91","1661.94","21.03"
